OG	OA	OE	OM	TeG	TeP1	TeP2	TeP3	TeP4	TeP5	TeMFC	TeMFT	TeMFA	TeMFM	TaG	TaMFC	TaMFT	TaMFA	TaMFM
0.28	0.47	0.22	0.15	13.08	29.15	16.22	8.04	6.79	2.24	3.56	9.83	25.25	13.67	1.11	0.34	1.00	2.52	0.57
0.30	0.48	0.25	0.18	9.68	20.93	11.13	6.36	5.00	2.03	3.14	6.91	18.01	10.68	0.78	0.30	0.68	1.73	0.43
0.29	0.47	0.23	0.16	11.17	26.97	13.58	6.94	5.56	2.14	3.10	7.88	23.69	10.02	0.96	0.30	0.80	2.36	0.40
0.28	0.46	0.23	0.15	13.14	38.37	14.71	7.83	5.72	2.21	3.38	7.76	29.81	11.61	1.15	0.33	0.80	2.99	0.47
0.27	0.46	0.21	0.14	13.24	32.01	15.71	7.99	6.67	2.36	3.46	9.46	25.92	14.12	1.12	0.34	0.97	2.60	0.59
0.30	0.48	0.24	0.17	12.24	34.01	14.06	7.64	5.84	2.22	3.01	8.54	26.68	10.73	1.03	0.28	0.85	2.58	0.43
0.26	0.45	0.20	0.13	16.36	47.70	17.89	9.03	6.73	2.28	3.52	10.94	33.57	17.41	1.41	0.35	1.14	3.44	0.74
0.29	0.47	0.24	0.16	11.38	24.70	13.17	7.25	5.94	2.20	3.33	8.09	21.54	12.57	0.94	0.32	0.81	2.12	0.51
0.30	0.48	0.25	0.17	12.16	32.44	15.38	7.15	5.36	2.14	3.30	7.44	27.76	10.12	1.04	0.31	0.74	2.70	0.40
0.26	0.45	0.20	0.14	14.79	36.23	17.38	8.48	6.80	2.30	3.95	10.03	29.53	15.66	1.28	0.39	1.05	3.03	0.66
0.28	0.46	0.22	0.15	11.85	27.25	13.45	7.26	5.59	2.40	3.36	7.74	21.85	14.47	0.97	0.32	0.79	2.18	0.59
0.28	0.46	0.23	0.14	12.40	30.46	14.91	7.53	5.80	2.29	3.49	7.88	25.41	12.80	1.06	0.34	0.81	2.56	0.52
0.27	0.46	0.20	0.15	13.16	32.02	15.11	8.29	6.71	2.26	3.55	9.15	25.08	14.84	1.11	0.35	0.94	2.53	0.63
0.27	0.45	0.23	0.14	13.64	38.50	15.61	7.73	5.79	2.38	3.41	8.50	28.39	14.25	1.17	0.34	0.89	2.90	0.57
0.30	0.48	0.25	0.18	10.90	25.38	12.98	6.84	5.67	2.21	2.90	7.81	21.85	11.03	0.90	0.28	0.77	2.13	0.43
0.28	0.46	0.23	0.15	12.55	30.01	13.59	8.55	6.45	2.19	3.64	9.18	23.98	13.40	1.05	0.35	0.93	2.38	0.54
0.30	0.47	0.24	0.18	11.33	24.59	12.81	7.56	6.22	2.10	3.30	8.16	20.60	13.28	0.92	0.31	0.81	2.02	0.54
0.29	0.47	0.23	0.17	14.39	36.68	17.12	8.78	6.67	2.22	3.53	10.31	29.10	14.61	1.21	0.34	1.03	2.88	0.59
0.27	0.46	0.21	0.15	14.68	38.50	16.82	8.88	6.49	2.55	3.53	10.02	28.21	16.96	1.22	0.34	1.01	2.81	0.71
0.28	0.46	0.22	0.15	12.55	32.25	14.48	7.54	5.83	2.22	3.48	8.49	25.99	12.24	1.07	0.34	0.86	2.58	0.50
0.30	0.47	0.25	0.16	11.88	38.59	12.43	6.66	5.10	2.15	3.28	6.38	28.10	9.78	1.02	0.31	0.64	2.75	0.39
0.30	0.48	0.24	0.17	10.61	22.77	12.85	7.30	6.07	2.21	3.13	7.97	21.14	10.20	0.89	0.29	0.79	2.05	0.41
0.30	0.47	0.24	0.18	9.52	20.41	11.43	6.71	5.35	2.15	3.26	7.01	19.36	8.47	0.81	0.31	0.70	1.88	0.34
0.27	0.46	0.21	0.14	17.78	48.02	19.09	9.34	6.44	2.42	3.50	10.24	33.79	23.62	1.44	0.34	1.05	3.39	0.97
0.29	0.48	0.22	0.17	11.57	27.54	13.32	7.26	5.71	2.14	3.01	8.39	23.01	11.88	0.97	0.29	0.84	2.25	0.49
0.30	0.47	0.25	0.16	10.31	21.75	11.65	6.98	5.33	2.27	2.82	7.23	20.11	11.08	0.85	0.26	0.72	1.97	0.44
0.28	0.47	0.22	0.17	12.46	31.44	13.43	7.58	6.15	2.31	3.29	8.64	23.61	14.28	1.03	0.32	0.87	2.33	0.59
0.28	0.46	0.22	0.15	14.18	41.82	15.94	7.70	5.95	2.31	3.39	8.29	31.15	13.88	1.22	0.33	0.86	3.14	0.57
0.27	0.46	0.22	0.14	12.62	30.50	14.48	8.12	6.12	2.27	3.47	8.52	25.45	13.04	1.07	0.34	0.87	2.54	0.54
0.29	0.48	0.22	0.16	12.56	29.65	15.47	7.86	5.82	2.18	3.06	8.98	23.87	14.33	1.02	0.29	0.89	2.31	0.59
0.29	0.47	0.24	0.15	12.35	33.73	14.53	6.85	5.36	2.15	3.17	7.16	27.50	11.56	1.05	0.31	0.73	2.73	0.46
0.29	0.47	0.25	0.15	13.24	34.67	15.95	8.28	6.10	2.21	3.21	9.30	29.78	10.66	1.16	0.31	0.95	2.97	0.42
0.31	0.48	0.26	0.18	9.83	20.89	11.22	6.55	5.40	1.99	2.89	7.20	17.79	11.45	0.79	0.27	0.71	1.72	0.44
0.29	0.48	0.24	0.16	12.90	32.55	16.50	7.65	5.92	2.06	3.02	8.55	28.35	11.69	1.08	0.28	0.85	2.75	0.46
0.27	0.46	0.20	0.15	12.06	28.31	13.27	7.96	6.19	2.22	3.29	8.85	22.82	13.29	1.02	0.32	0.91	2.28	0.57
0.29	0.47	0.23	0.16	11.00	28.05	11.67	7.03	5.27	2.26	3.06	7.77	22.76	10.40	0.94	0.29	0.78	2.23	0.43
0.29	0.48	0.23	0.17	12.15	26.62	13.37	7.87	5.97	1.96	3.25	8.52	21.43	15.41	0.97	0.31	0.85	2.09	0.63
0.27	0.46	0.22	0.14	12.60	34.98	13.57	7.48	5.90	2.33	3.20	8.31	27.40	11.49	1.10	0.31	0.85	2.76	0.47
0.28	0.46	0.21	0.16	12.66	26.97	15.67	8.39	6.44	2.23	3.22	10.10	23.61	13.69	1.06	0.31	1.02	2.35	0.57
0.30	0.47	0.25	0.17	10.34	23.37	11.66	6.72	5.37	2.20	3.27	7.03	19.92	11.14	0.85	0.31	0.70	1.94	0.44
0.28	0.47	0.21	0.16	12.34	25.10	14.57	7.59	6.48	2.25	3.43	9.16	21.30	15.46	1.00	0.33	0.92	2.11	0.64
0.26	0.45	0.19	0.13	14.79	40.06	16.74	8.86	6.46	2.41	3.71	8.73	32.59	14.13	1.31	0.37	0.91	3.34	0.61
0.27	0.47	0.21	0.15	12.20	27.23	14.35	8.34	6.27	2.18	3.13	9.93	22.90	12.83	1.04	0.30	1.02	2.29	0.54
0.30	0.47	0.24	0.17	10.53	23.34	12.27	6.75	5.76	2.05	3.22	7.88	20.63	10.38	0.89	0.31	0.79	2.04	0.41
0.30	0.48	0.25	0.17	9.99	21.54	11.49	6.87	5.43	1.98	2.85	7.48	18.81	10.83	0.81	0.27	0.74	1.81	0.43
0.29	0.47	0.24	0.15	11.98	28.83	13.39	7.37	5.61	2.44	3.46	7.29	23.97	13.20	0.98	0.33	0.73	2.34	0.53
0.29	0.47	0.23	0.16	12.07	31.91	14.58	7.36	5.77	2.13	3.15	7.46	25.78	11.88	1.02	0.30	0.75	2.53	0.49
0.28	0.46	0.22	0.15	11.69	30.48	13.82	7.49	5.72	2.14	3.54	8.24	25.49	9.48	1.03	0.34	0.84	2.55	0.39
0.30	0.47	0.25	0.16	9.57	21.81	11.63	6.72	4.99	2.02	3.38	6.71	20.07	8.14	0.82	0.32	0.67	1.96	0.32
0.27	0.46	0.20	0.16	14.30	33.99	15.76	8.54	7.48	2.19	3.17	11.08	26.20	16.74	1.19	0.31	1.13	2.63	0.70
0.28	0.46	0.24	0.15	12.65	35.57	14.84	7.75	5.60	2.19	3.41	7.26	28.65	11.30	1.10	0.33	0.74	2.87	0.45
0.27	0.46	0.22	0.14	12.06	30.03	13.85	7.54	5.80	2.30	3.42	8.55	26.16	10.11	1.07	0.34	0.88	2.64	0.41
0.27	0.46	0.21	0.15	12.59	29.40	15.48	8.46	6.51	2.41	3.72	10.71	23.91	12.00	1.09	0.36	1.11	2.40	0.50
0.28	0.46	0.23	0.15	12.50	31.26	14.75	7.80	5.89	2.23	3.26	8.63	26.34	11.78	1.07	0.31	0.88	2.62	0.47
0.28	0.47	0.23	0.16	10.81	25.44	12.62	7.48	5.51	2.22	3.10	7.64	21.94	10.55	0.92	0.30	0.78	2.17	0.43
0.28	0.46	0.21	0.16	12.39	28.99	13.74	7.61	6.16	2.25	3.47	8.00	23.22	14.85	1.02	0.33	0.81	2.32	0.61
0.28	0.47	0.22	0.16	16.80	41.03	17.05	9.24	8.04	2.22	3.65	12.59	25.39	25.58	1.30	0.35	1.28	2.52	1.04
0.28	0.46	0.24	0.15	12.20	30.16	13.50	6.88	5.51	2.34	3.19	7.51	22.48	15.63	0.99	0.31	0.77	2.24	0.63
0.28	0.46	0.22	0.16	11.84	33.73	13.60	7.08	5.80	2.15	3.32	7.11	25.89	11.04	1.02	0.32	0.73	2.58	0.45
0.28	0.46	0.23	0.16	12.80	34.84	15.08	7.68	5.82	2.20	3.46	7.67	27.49	12.56	1.09	0.33	0.78	2.73	0.51
0.28	0.47	0.22	0.16	11.51	24.58	12.88	8.10	5.94	2.23	3.36	8.86	20.57	13.23	0.95	0.32	0.90	2.03	0.55
0.26	0.46	0.20	0.13	16.16	42.73	18.58	9.27	7.05	2.36	3.48	11.11	33.04	17.00	1.40	0.35	1.16	3.38	0.72
0.29	0.48	0.23	0.16	12.48	28.35	14.14	7.64	6.07	2.22	3.04	8.91	22.17	15.80	1.00	0.29	0.89	2.16	0.64
0.28	0.47	0.22	0.15	12.59	30.21	14.59	8.32	6.53	2.40	3.01	9.61	24.26	13.48	1.05	0.29	0.97	2.40	0.55
0.27	0.46	0.20	0.16	12.67	28.49	12.44	8.23	6.61	2.32	3.51	9.53	21.90	15.75	1.04	0.34	0.97	2.18	0.66
0.28	0.47	0.22	0.15	13.46	31.25	14.16	8.68	6.54	2.38	3.46	10.08	23.97	16.35	1.10	0.34	1.02	2.38	0.67
0.29	0.47	0.24	0.17	11.78	28.71	13.66	7.93	5.79	2.34	3.33	8.35	23.96	11.48	1.00	0.32	0.84	2.36	0.46
0.29	0.47	0.23	0.16	13.01	30.66	15.06	7.98	6.27	2.17	3.53	8.91	24.70	14.88	1.07	0.34	0.90	2.45	0.60
0.27	0.46	0.22	0.14	14.68	49.31	15.52	7.59	5.59	2.36	3.50	7.86	35.46	11.92	1.31	0.34	0.81	3.60	0.50
0.27	0.46	0.20	0.15	13.31	30.84	15.93	8.80	6.26	2.29	3.64	10.57	25.37	13.67	1.14	0.35	1.08	2.54	0.58
0.25	0.44	0.18	0.13	18.24	50.47	19.69	8.77	7.21	2.49	3.78	10.64	35.54	22.98	1.54	0.38	1.12	3.68	0.98
0.29	0.47	0.23	0.16	12.58	33.51	13.68	7.96	6.55	2.15	3.25	8.82	25.86	12.39	1.07	0.31	0.90	2.57	0.51
0.28	0.46	0.23	0.16	12.97	33.03	14.74	8.05	6.25	2.35	3.75	8.99	26.02	13.12	1.10	0.36	0.91	2.59	0.54
0.29	0.47	0.22	0.17	10.42	22.84	11.82	6.98	5.18	2.07	2.88	7.68	19.98	11.16	0.87	0.27	0.78	1.97	0.46
