OG	OA	OE	OM	TeG	TeP1	TeP2	TeP3	TeP4	TeP5	TeMFC	TeMFT	TeMFA	TeMFM	TaG	TaMFC	TaMFT	TaMFA	TaMFM
0.27	0.43	0.29	0.08	10.19	14.63	16.41	5.60	4.71	2.24	3.40	3.92	20.43	13.02	0.91	0.36	0.47	2.33	0.48
0.34	0.49	0.31	0.21	4.64	11.74	4.07	3.01	2.45	1.96	2.70	1.84	10.07	3.96	0.40	0.27	0.18	1.00	0.14
0.23	0.41	0.20	0.07	20.80	79.54	33.77	8.65	6.51	2.14	2.33	6.34	67.50	7.06	2.22	0.26	0.72	7.55	0.35
0.43	0.58	0.39	0.33	7.04	8.18	7.92	4.87	4.61	2.17	1.90	4.29	12.30	9.66	0.46	0.15	0.36	1.01	0.33
0.40	0.54	0.38	0.28	6.09	12.88	7.24	4.18	2.47	1.96	2.33	5.22	12.87	3.96	0.48	0.18	0.48	1.14	0.13
0.34	0.51	0.29	0.24	8.55	12.76	9.50	7.45	3.22	1.69	1.63	6.04	13.49	13.03	0.66	0.15	0.61	1.30	0.60
0.28	0.46	0.21	0.16	6.34	15.24	6.43	6.83	4.71	1.77	3.02	4.16	14.37	3.81	0.60	0.30	0.45	1.47	0.18
0.26	0.44	0.20	0.13	7.01	10.26	9.96	5.12	5.24	2.38	2.29	4.97	16.52	4.27	0.67	0.25	0.54	1.69	0.19
0.37	0.49	0.35	0.26	4.30	6.26	6.58	2.37	2.35	1.33	1.58	4.12	7.84	3.66	0.38	0.17	0.41	0.78	0.14
0.42	0.54	0.45	0.28	3.92	7.97	4.26	3.67	3.05	1.31	2.25	2.64	9.86	0.93	0.36	0.23	0.27	0.92	0.03
0.27	0.44	0.24	0.14	9.81	16.56	7.71	6.78	5.81	2.14	2.80	7.46	14.54	14.44	0.85	0.30	0.83	1.63	0.65
0.28	0.43	0.27	0.15	6.00	11.52	9.02	4.61	2.94	2.01	3.79	3.59	13.92	2.70	0.60	0.40	0.40	1.46	0.13
0.37	0.49	0.36	0.26	4.13	3.85	4.00	3.55	4.29	1.47	2.58	3.69	5.24	4.99	0.33	0.28	0.37	0.48	0.20
0.24	0.40	0.24	0.08	12.58	41.25	19.90	9.03	4.53	2.24	3.11	6.51	35.34	5.37	1.43	0.37	0.81	4.30	0.24
0.28	0.41	0.25	0.18	10.22	15.20	13.89	7.82	6.07	1.61	5.42	10.98	16.25	8.21	1.01	0.57	1.28	1.89	0.31
0.40	0.58	0.32	0.31	4.77	4.82	6.26	4.08	2.71	0.70	1.93	4.00	7.26	5.89	0.32	0.14	0.35	0.58	0.21
0.27	0.45	0.21	0.14	12.28	39.19	15.84	5.72	5.53	2.19	3.26	4.67	31.53	9.65	1.24	0.32	0.56	3.56	0.50
0.30	0.46	0.27	0.16	10.73	25.42	12.88	7.46	6.55	1.77	4.40	8.24	22.92	7.35	1.03	0.44	0.88	2.46	0.32
0.34	0.48	0.36	0.20	5.39	6.99	7.70	5.26	3.23	1.55	2.18	3.40	13.59	2.40	0.50	0.21	0.33	1.34	0.09
0.28	0.45	0.26	0.11	14.87	78.51	15.57	5.70	4.60	2.41	2.98	4.97	47.38	4.15	1.56	0.32	0.54	5.24	0.16
0.28	0.47	0.20	0.16	9.50	15.88	11.33	6.60	5.32	2.30	3.29	6.11	14.45	14.16	0.79	0.35	0.62	1.53	0.66
0.18	0.33	0.12	0.09	15.57	43.86	17.46	11.39	9.68	2.60	9.44	11.83	30.29	10.71	1.74	1.13	1.48	3.75	0.61
0.35	0.47	0.32	0.24	5.18	7.51	4.86	3.89	3.35	1.63	2.38	4.05	8.00	6.29	0.43	0.24	0.43	0.83	0.22
0.34	0.48	0.28	0.25	6.00	9.67	7.95	3.89	4.60	1.85	2.60	6.93	9.48	4.99	0.54	0.25	0.76	0.95	0.19
0.30	0.47	0.23	0.19	9.02	25.12	10.12	5.57	4.97	1.77	4.97	5.21	19.68	6.23	0.84	0.49	0.55	2.02	0.30
0.30	0.47	0.24	0.18	7.43	15.82	8.89	5.05	3.74	2.51	2.99	4.50	14.40	7.85	0.64	0.31	0.47	1.47	0.31
0.30	0.45	0.24	0.22	10.49	14.93	12.77	8.28	5.46	1.87	4.30	10.78	12.03	14.83	0.88	0.44	1.14	1.26	0.66
0.18	0.42	0.06	0.06	32.19	93.85	38.09	16.00	12.97	2.85	3.68	17.72	56.92	50.45	3.16	0.45	2.17	6.91	3.11
0.25	0.43	0.19	0.14	12.78	41.70	17.58	8.46	4.32	2.00	3.73	8.40	31.07	7.92	1.27	0.39	0.93	3.41	0.37
0.29	0.46	0.20	0.21	8.37	13.82	8.71	6.79	6.28	1.39	3.40	9.00	10.61	10.48	0.74	0.35	0.95	1.12	0.52
0.47	0.57	0.43	0.39	3.91	5.07	3.21	3.54	3.63	0.62	1.81	4.08	4.65	5.09	0.25	0.12	0.35	0.40	0.14
0.26	0.40	0.24	0.14	16.70	34.98	21.46	9.31	7.36	4.11	4.62	11.42	28.89	21.87	1.57	0.51	1.34	3.35	1.10
0.29	0.44	0.21	0.22	9.61	10.33	13.13	9.34	5.58	2.45	3.19	6.78	17.09	11.38	0.87	0.33	0.76	1.83	0.56
0.26	0.42	0.23	0.13	10.56	31.66	9.22	6.85	4.66	1.97	3.47	4.37	24.59	9.80	1.06	0.39	0.51	2.87	0.47
0.35	0.49	0.32	0.23	6.97	12.58	7.39	5.87	5.51	1.98	3.04	5.16	14.93	4.73	0.63	0.27	0.55	1.53	0.19
0.20	0.39	0.14	0.07	21.37	80.10	18.44	9.22	6.99	2.13	3.34	14.83	45.05	22.26	2.17	0.35	1.82	5.44	1.07
0.31	0.48	0.24	0.22	7.36	6.63	9.09	6.58	3.93	1.78	2.62	6.02	11.25	9.54	0.62	0.29	0.62	1.16	0.41
0.37	0.55	0.32	0.25	3.98	7.30	4.74	3.04	2.74	1.42	2.27	2.70	7.67	3.29	0.32	0.21	0.26	0.70	0.11
0.40	0.54	0.37	0.28	3.92	4.12	3.73	3.92	2.93	1.08	1.84	2.54	6.39	4.89	0.28	0.14	0.21	0.58	0.18
0.23	0.42	0.15	0.14	29.24	64.47	22.22	11.70	9.05	2.63	5.76	22.61	27.78	60.80	2.29	0.63	2.50	3.06	2.99
0.36	0.50	0.39	0.19	6.69	19.97	7.84	4.50	4.18	1.63	2.02	2.80	17.93	4.01	0.61	0.19	0.28	1.83	0.15
0.40	0.55	0.38	0.28	5.78	13.32	5.88	4.32	4.60	1.69	4.13	3.24	13.10	2.64	0.47	0.36	0.29	1.11	0.10
0.39	0.53	0.36	0.30	3.79	5.09	3.47	3.66	3.20	1.14	1.41	3.69	5.80	4.24	0.28	0.11	0.34	0.53	0.16
0.30	0.46	0.28	0.16	8.17	12.31	12.02	6.68	4.67	2.02	2.43	7.34	15.90	7.02	0.71	0.24	0.77	1.57	0.27
0.25	0.41	0.22	0.11	11.13	28.58	18.54	5.51	3.51	2.30	3.73	3.41	28.61	8.75	1.10	0.40	0.41	3.23	0.38
0.39	0.53	0.36	0.28	6.39	5.88	7.89	4.09	3.29	1.28	2.52	3.19	7.79	12.06	0.45	0.27	0.31	0.75	0.47
0.33	0.48	0.30	0.21	4.85	8.77	5.59	3.64	4.54	1.12	2.72	5.43	9.03	2.24	0.48	0.30	0.58	0.92	0.11
0.34	0.48	0.31	0.23	6.76	13.05	8.41	5.17	4.46	2.26	3.48	5.33	11.37	6.85	0.60	0.33	0.58	1.17	0.30
0.33	0.48	0.34	0.18	6.62	9.95	7.20	3.84	5.06	1.90	2.57	5.09	10.51	8.30	0.55	0.28	0.52	1.09	0.32
0.29	0.46	0.28	0.12	9.05	19.39	12.14	5.83	5.95	1.92	2.84	4.97	23.69	4.73	0.92	0.31	0.58	2.61	0.19
0.31	0.49	0.22	0.21	8.12	12.05	6.00	5.84	6.07	1.99	2.64	5.58	8.21	16.06	0.57	0.25	0.52	0.78	0.70
0.32	0.45	0.32	0.20	5.06	14.81	5.32	3.68	3.89	1.76	4.17	2.57	12.44	1.07	0.52	0.40	0.31	1.32	0.04
0.23	0.40	0.19	0.10	11.30	33.79	9.80	6.29	8.11	2.60	3.55	9.23	26.18	6.27	1.23	0.39	1.10	3.14	0.31
0.26	0.42	0.24	0.13	14.44	35.88	16.98	9.01	7.18	2.17	2.60	7.38	22.23	25.55	1.17	0.27	0.84	2.51	1.06
0.31	0.49	0.22	0.23	6.04	10.22	7.27	5.64	5.11	1.88	2.89	6.05	10.89	4.31	0.55	0.30	0.62	1.06	0.22
0.42	0.56	0.39	0.30	5.16	9.57	6.11	4.81	1.55	1.81	4.33	2.90	8.86	4.52	0.38	0.37	0.26	0.75	0.14
0.31	0.45	0.25	0.24	10.72	18.11	13.58	7.15	6.81	1.82	3.27	15.47	10.24	13.88	0.93	0.33	1.66	1.12	0.64
0.34	0.48	0.35	0.21	5.97	11.00	6.35	3.53	3.54	1.89	2.49	4.58	10.21	6.60	0.48	0.23	0.46	1.00	0.23
0.29	0.43	0.30	0.13	10.64	28.07	13.22	6.24	4.10	1.43	4.81	3.49	30.42	3.84	1.07	0.52	0.37	3.24	0.14
0.27	0.44	0.23	0.12	7.01	13.17	6.86	5.33	4.47	2.20	5.13	4.13	12.11	6.68	0.65	0.52	0.49	1.29	0.31
0.29	0.45	0.22	0.21	5.28	6.77	5.28	5.42	5.11	2.18	3.05	4.70	8.43	4.95	0.51	0.31	0.52	0.93	0.26
0.32	0.52	0.24	0.19	8.76	15.91	10.96	5.88	4.12	2.03	2.62	6.50	17.49	8.45	0.75	0.24	0.66	1.76	0.35
0.21	0.40	0.23	0.02	21.62	93.21	12.57	7.40	5.20	2.78	3.06	6.38	65.79	11.25	2.43	0.35	0.79	8.07	0.50
0.23	0.43	0.09	0.16	18.54	28.29	22.34	11.10	9.12	3.23	4.24	21.94	20.59	27.39	1.67	0.47	2.47	2.30	1.44
0.34	0.51	0.30	0.21	7.68	10.84	7.99	4.80	4.09	2.32	2.59	4.12	14.17	9.84	0.60	0.25	0.41	1.40	0.36
0.34	0.50	0.34	0.18	8.38	22.03	12.13	6.66	4.99	2.15	4.52	5.35	19.66	3.98	0.75	0.43	0.52	1.89	0.17
0.35	0.54	0.28	0.24	8.60	11.63	9.91	6.86	4.87	2.38	2.82	10.60	10.91	10.06	0.66	0.24	1.00	1.00	0.41
0.29	0.45	0.27	0.14	7.51	20.89	8.27	5.31	3.69	2.28	2.34	3.20	17.56	6.94	0.68	0.23	0.37	1.80	0.30
