OG	OA	OE	OM	TeG	TeP1	TeP2	TeP3	TeP4	TeP5	TeMFC	TeMFT	TeMFA	TeMFM	TaG	TaMFC	TaMFT	TaMFA	TaMFM
0.57	0.50	0.65	0.56	0.88	1.02	0.75	0.79	1.58	0.56	2.93	0.06	0.51	0.00	0.09	0.28	0.01	0.05	0.00
0.61	0.52	0.64	0.66	0.72	0.58	0.85	0.78	0.76	0.38	2.59	0.05	0.16	0.07	0.06	0.23	0.00	0.02	0.00
0.57	0.48	0.63	0.61	0.65	0.65	0.63	0.54	0.66	0.84	2.23	0.00	0.33	0.03	0.07	0.22	0.00	0.04	0.00
0.54	0.45	0.60	0.57	0.72	0.91	0.59	0.90	0.72	0.48	2.51	0.06	0.27	0.04	0.08	0.26	0.01	0.04	0.00
0.57	0.48	0.65	0.57	0.87	1.16	0.83	0.92	0.93	0.52	3.04	0.01	0.42	0.00	0.08	0.28	0.00	0.05	0.00
0.64	0.57	0.68	0.66	0.36	0.32	0.38	0.38	0.45	0.19	1.34	0.00	0.11	0.00	0.04	0.12	0.00	0.02	0.00
0.57	0.48	0.61	0.60	1.26	1.16	1.46	0.97	1.67	0.74	4.07	0.21	0.38	0.36	0.12	0.42	0.02	0.03	0.02
0.60	0.52	0.63	0.64	0.65	0.46	0.61	0.78	0.69	0.49	2.21	0.06	0.20	0.12	0.07	0.24	0.01	0.02	0.01
0.49	0.38	0.57	0.52	1.58	2.36	2.02	1.82	1.15	0.75	5.37	0.32	0.47	0.16	0.19	0.64	0.04	0.06	0.01
0.55	0.45	0.62	0.57	0.87	0.71	0.97	1.12	0.75	0.52	2.93	0.13	0.36	0.04	0.09	0.30	0.02	0.04	0.00
0.50	0.39	0.58	0.53	0.99	0.33	1.08	1.30	1.10	0.65	3.08	0.02	0.72	0.14	0.11	0.35	0.00	0.08	0.00
0.58	0.50	0.64	0.61	0.89	0.60	1.08	0.90	0.78	0.62	2.78	0.10	0.34	0.37	0.09	0.27	0.02	0.04	0.01
0.52	0.43	0.59	0.55	0.93	1.05	0.98	0.95	0.96	0.68	3.22	0.02	0.47	0.00	0.10	0.35	0.00	0.06	0.00
0.48	0.36	0.56	0.51	1.42	1.17	1.43	1.64	1.34	0.78	4.67	0.09	0.28	0.65	0.16	0.54	0.02	0.05	0.03
0.56	0.49	0.61	0.59	0.80	0.93	0.68	0.81	0.88	0.58	2.20	0.10	0.65	0.25	0.07	0.20	0.01	0.08	0.00
0.50	0.42	0.56	0.52	1.29	1.49	1.49	1.62	0.83	0.73	4.20	0.23	0.63	0.09	0.15	0.47	0.02	0.09	0.01
0.50	0.39	0.57	0.54	1.04	1.31	1.01	1.14	0.99	0.78	3.36	0.12	0.50	0.19	0.11	0.38	0.02	0.06	0.01
0.55	0.45	0.62	0.59	0.85	0.84	0.71	0.99	0.73	0.73	2.84	0.07	0.26	0.24	0.09	0.30	0.01	0.03	0.01
0.63	0.56	0.67	0.65	0.81	0.58	0.31	0.95	1.07	0.71	2.05	0.14	0.49	0.54	0.06	0.18	0.01	0.04	0.02
0.57	0.49	0.61	0.62	0.76	0.90	0.51	0.90	1.13	0.42	2.52	0.21	0.29	0.00	0.08	0.25	0.02	0.04	0.00
0.51	0.41	0.59	0.54	1.14	1.56	1.38	1.13	1.28	0.48	3.91	0.09	0.55	0.00	0.13	0.44	0.01	0.06	0.00
0.54	0.48	0.55	0.60	1.25	1.11	0.78	1.52	1.35	0.78	3.22	0.43	0.63	0.71	0.13	0.36	0.05	0.07	0.05
0.58	0.50	0.65	0.60	0.72	0.41	0.77	0.74	0.59	0.82	2.57	0.02	0.29	0.00	0.07	0.25	0.01	0.04	0.00
0.50	0.41	0.57	0.52	1.31	1.77	1.02	1.61	0.89	0.87	4.53	0.13	0.33	0.25	0.15	0.52	0.02	0.05	0.01
0.58	0.48	0.66	0.59	0.56	0.76	0.33	0.74	0.64	0.39	2.09	0.00	0.17	0.00	0.06	0.21	0.00	0.03	0.00
0.60	0.52	0.67	0.60	0.94	0.62	0.81	1.01	1.42	0.82	3.14	0.14	0.48	0.00	0.09	0.28	0.02	0.05	0.00
0.49	0.42	0.55	0.51	2.26	4.02	2.97	1.39	1.88	0.77	5.57	0.63	1.93	0.93	0.25	0.63	0.08	0.23	0.04
0.51	0.43	0.55	0.55	1.50	1.09	1.60	2.21	0.89	0.85	4.71	0.39	0.59	0.31	0.16	0.49	0.05	0.08	0.02
0.60	0.54	0.65	0.62	0.83	0.60	0.96	0.93	0.25	0.74	2.63	0.03	0.28	0.38	0.08	0.25	0.01	0.03	0.01
0.58	0.53	0.64	0.59	0.85	0.71	1.06	0.99	1.10	0.32	2.77	0.07	0.41	0.17	0.09	0.28	0.01	0.06	0.01
0.60	0.51	0.66	0.62	1.03	0.72	1.30	1.13	1.17	0.48	3.69	0.11	0.16	0.18	0.10	0.36	0.01	0.02	0.01
0.60	0.51	0.68	0.60	0.88	1.08	0.87	0.93	0.93	0.58	2.96	0.02	0.34	0.19	0.08	0.26	0.00	0.05	0.01
0.59	0.49	0.66	0.62	0.65	0.73	0.55	0.72	0.75	0.55	2.42	0.00	0.17	0.00	0.07	0.25	0.00	0.03	0.00
0.56	0.50	0.57	0.60	0.49	0.29	0.68	0.46	0.39	0.47	1.45	0.07	0.41	0.03	0.05	0.14	0.01	0.04	0.00
0.63	0.53	0.70	0.65	0.63	0.97	0.36	0.83	0.47	0.66	2.09	0.10	0.29	0.03	0.06	0.18	0.01	0.04	0.00
0.47	0.36	0.55	0.51	1.56	1.52	1.72	1.35	2.14	0.84	4.66	0.26	0.78	0.55	0.17	0.54	0.03	0.11	0.02
0.53	0.45	0.57	0.58	1.10	0.82	1.47	1.08	0.94	0.67	3.67	0.23	0.27	0.22	0.12	0.37	0.03	0.05	0.02
0.65	0.59	0.68	0.68	0.30	0.28	0.39	0.33	0.15	0.26	0.91	0.18	0.09	0.03	0.03	0.08	0.01	0.02	0.00
0.53	0.42	0.59	0.57	1.86	3.92	1.81	1.93	2.40	0.62	6.48	0.32	0.31	0.31	0.20	0.70	0.03	0.05	0.01
0.60	0.51	0.68	0.60	0.67	0.37	1.07	0.79	0.50	0.35	2.27	0.11	0.27	0.00	0.06	0.21	0.01	0.03	0.00
0.61	0.53	0.64	0.65	0.67	0.31	0.46	0.63	1.16	0.68	2.19	0.08	0.27	0.17	0.06	0.20	0.01	0.02	0.01
0.51	0.40	0.58	0.54	1.07	1.86	1.21	1.14	0.48	0.40	3.56	0.13	0.41	0.18	0.12	0.40	0.01	0.05	0.01
0.59	0.52	0.65	0.60	0.61	1.10	0.52	0.64	0.61	0.47	1.99	0.09	0.22	0.16	0.06	0.18	0.01	0.03	0.01
0.54	0.45	0.60	0.57	0.93	1.12	0.86	0.94	1.00	0.68	2.69	0.11	0.53	0.42	0.11	0.30	0.03	0.08	0.03
0.55	0.44	0.65	0.56	1.65	1.67	1.41	2.22	1.74	0.64	5.56	0.18	0.67	0.17	0.17	0.57	0.02	0.07	0.01
0.53	0.44	0.59	0.55	0.79	1.01	0.71	0.90	0.55	0.60	2.27	0.26	0.44	0.20	0.09	0.26	0.03	0.06	0.01
0.54	0.45	0.58	0.59	1.42	1.86	1.83	1.54	0.96	0.42	4.13	0.61	0.28	0.69	0.15	0.48	0.07	0.04	0.03
0.55	0.46	0.59	0.59	1.03	1.62	0.70	1.23	0.94	0.67	2.77	0.35	0.47	0.54	0.10	0.28	0.05	0.07	0.02
0.55	0.44	0.62	0.60	0.91	0.72	0.75	1.04	0.99	0.74	3.22	0.06	0.17	0.17	0.09	0.31	0.01	0.02	0.00
0.47	0.41	0.50	0.51	1.49	0.97	1.47	1.85	2.12	0.77	4.39	0.23	1.01	0.35	0.16	0.48	0.02	0.11	0.02
0.49	0.39	0.54	0.55	0.72	0.48	1.01	0.74	0.40	0.40	2.28	0.12	0.20	0.26	0.08	0.26	0.02	0.03	0.01
0.53	0.45	0.59	0.56	0.86	1.19	0.89	0.66	1.44	0.62	2.95	0.15	0.31	0.02	0.10	0.34	0.02	0.04	0.00
0.60	0.51	0.67	0.62	0.72	1.02	0.84	0.76	0.67	0.43	2.46	0.02	0.40	0.00	0.07	0.25	0.00	0.03	0.00
0.53	0.42	0.61	0.56	1.77	2.08	1.53	2.24	2.25	0.74	5.98	0.31	0.47	0.33	0.19	0.67	0.04	0.06	0.01
0.63	0.57	0.67	0.66	0.44	0.33	0.40	0.48	0.46	0.38	1.23	0.25	0.16	0.11	0.04	0.10	0.02	0.02	0.00
0.52	0.46	0.58	0.53	0.61	0.61	0.65	0.60	0.70	0.47	1.92	0.01	0.46	0.04	0.07	0.22	0.00	0.06	0.00
0.56	0.45	0.63	0.58	1.10	1.29	1.18	1.21	0.97	0.39	3.39	0.14	0.27	0.62	0.11	0.36	0.01	0.04	0.02
0.54	0.44	0.62	0.56	0.83	1.10	1.05	0.71	0.90	0.48	2.74	0.09	0.36	0.15	0.10	0.32	0.01	0.05	0.01
0.58	0.50	0.65	0.61	0.84	1.08	0.75	0.96	1.04	0.48	2.77	0.05	0.45	0.10	0.08	0.25	0.01	0.05	0.00
0.59	0.50	0.68	0.60	0.63	0.98	0.43	0.62	0.95	0.45	2.13	0.01	0.38	0.00	0.07	0.23	0.00	0.05	0.00
0.60	0.53	0.65	0.61	0.57	0.43	0.63	0.67	0.58	0.37	1.96	0.01	0.27	0.05	0.05	0.18	0.00	0.02	0.01
0.59	0.50	0.63	0.63	0.63	0.31	0.87	0.71	0.25	0.47	2.29	0.02	0.10	0.13	0.07	0.23	0.00	0.02	0.01
0.53	0.44	0.60	0.57	0.87	0.88	0.81	1.00	1.23	0.47	2.96	0.08	0.37	0.07	0.10	0.34	0.01	0.04	0.01
0.54	0.43	0.62	0.56	1.04	0.78	1.65	0.80	1.18	0.56	3.47	0.03	0.25	0.42	0.10	0.33	0.00	0.02	0.02
0.57	0.50	0.61	0.61	0.69	0.86	0.70	0.71	0.68	0.53	2.45	0.10	0.20	0.00	0.06	0.21	0.01	0.03	0.00
0.54	0.45	0.59	0.57	0.81	1.16	0.88	0.92	0.63	0.29	2.75	0.00	0.39	0.09	0.10	0.34	0.00	0.05	0.01
0.50	0.38	0.59	0.53	1.25	1.61	1.27	1.18	1.63	0.67	4.45	0.14	0.33	0.10	0.15	0.50	0.02	0.05	0.01
0.53	0.45	0.58	0.56	0.78	0.30	0.87	1.06	0.70	0.40	2.74	0.04	0.28	0.05	0.08	0.28	0.01	0.03	0.00
