OG	OA	OE	OM	TeG	TeP1	TeP2	TeP3	TeP4	TeP5	TeMFC	TeMFT	TeMFA	TeMFM	TaG	TaMFC	TaMFT	TaMFA	TaMFM
0.43	0.47	0.49	0.19	18.97	55.05	24.88	13.91	9.79	5.46	3.44	0.80	14.25	1.19	0.46	0.32	0.09	1.39	0.05
0.39	0.44	0.47	0.13	29.95	119.41	30.93	15.12	11.29	6.45	3.28	0.58	25.77	0.81	0.78	0.33	0.06	2.69	0.04
0.40	0.46	0.48	0.12	28.86	117.49	38.98	15.51	11.56	6.98	3.27	0.59	24.65	0.87	0.73	0.32	0.07	2.51	0.04
0.41	0.47	0.47	0.18	19.03	61.82	23.59	12.65	8.90	6.85	3.01	0.78	14.71	1.27	0.47	0.29	0.09	1.46	0.06
0.40	0.45	0.47	0.15	37.22	128.31	61.41	15.33	11.88	7.22	3.82	0.68	32.34	0.96	0.96	0.38	0.08	3.36	0.04
0.42	0.48	0.49	0.17	31.03	119.26	47.30	13.24	10.70	7.03	3.21	0.67	26.73	1.03	0.75	0.31	0.07	2.58	0.05
0.46	0.49	0.52	0.22	17.73	54.57	24.11	11.27	8.09	5.64	2.72	0.39	14.41	0.55	0.42	0.25	0.05	1.36	0.02
0.45	0.50	0.51	0.20	19.80	59.27	29.77	11.29	9.21	6.19	2.69	0.66	16.13	0.76	0.46	0.24	0.07	1.50	0.03
0.46	0.51	0.53	0.22	15.05	38.14	20.31	11.63	9.37	6.20	2.59	0.58	11.56	0.78	0.34	0.23	0.06	1.06	0.03
0.41	0.47	0.48	0.14	26.17	90.79	38.26	16.76	10.19	7.29	2.94	0.61	22.37	0.61	0.65	0.28	0.07	2.22	0.03
0.42	0.46	0.49	0.15	30.74	136.79	38.50	16.39	13.24	6.41	3.75	0.85	25.72	1.06	0.77	0.36	0.09	2.58	0.04
0.40	0.45	0.47	0.15	25.11	68.82	41.94	14.70	11.22	6.61	3.75	0.73	20.24	0.98	0.64	0.36	0.08	2.06	0.05
0.41	0.47	0.47	0.16	24.23	82.45	34.92	15.41	11.61	7.22	3.32	0.98	19.46	1.13	0.60	0.33	0.10	1.92	0.05
0.37	0.43	0.44	0.10	36.09	154.94	46.22	16.63	13.97	7.46	3.92	0.75	30.93	1.23	0.96	0.39	0.09	3.29	0.06
0.41	0.47	0.48	0.15	27.83	94.18	43.45	16.08	11.19	7.23	3.73	0.94	22.81	0.90	0.70	0.37	0.10	2.30	0.04
0.40	0.44	0.48	0.12	30.55	101.16	44.78	16.82	12.92	6.89	3.89	0.79	25.59	0.73	0.81	0.40	0.09	2.70	0.03
0.42	0.47	0.49	0.15	34.83	133.68	47.39	16.63	11.61	7.37	3.26	0.64	30.65	0.71	0.86	0.31	0.07	3.03	0.03
0.44	0.49	0.51	0.20	25.89	99.96	36.55	16.83	11.92	6.89	3.80	0.74	20.91	1.07	0.62	0.36	0.08	2.00	0.04
0.39	0.44	0.46	0.11	48.85	217.12	70.45	18.66	12.85	6.59	3.96	0.78	43.70	1.03	1.30	0.41	0.09	4.64	0.04
0.42	0.47	0.50	0.16	21.50	54.28	31.72	17.02	10.58	6.54	3.77	0.51	17.03	0.47	0.53	0.36	0.06	1.69	0.02
0.39	0.45	0.45	0.15	31.98	128.10	41.87	15.95	12.71	7.19	3.73	0.96	26.88	0.98	0.82	0.37	0.11	2.76	0.05
0.43	0.46	0.51	0.15	24.81	80.08	37.85	14.66	9.72	7.21	2.99	0.34	21.21	0.69	0.62	0.30	0.04	2.12	0.03
0.44	0.48	0.50	0.19	19.58	61.75	24.92	14.85	10.36	6.08	3.00	0.58	15.81	0.50	0.47	0.29	0.06	1.52	0.02
0.44	0.49	0.50	0.19	17.34	44.04	23.32	12.21	8.92	6.43	2.68	0.61	13.72	0.81	0.41	0.25	0.07	1.30	0.03
0.40	0.46	0.47	0.13	39.95	169.17	56.80	18.54	11.56	6.27	3.34	0.81	35.46	0.84	1.03	0.33	0.09	3.64	0.04
0.43	0.48	0.51	0.16	32.33	102.40	54.00	18.01	10.99	7.25	3.67	0.54	27.85	0.70	0.79	0.35	0.06	2.71	0.03
0.42	0.47	0.48	0.17	33.39	142.27	34.72	15.01	10.40	6.82	3.44	0.60	28.81	1.35	0.83	0.33	0.07	2.85	0.05
0.42	0.47	0.49	0.16	31.54	134.48	40.27	15.25	8.82	6.63	2.83	0.39	28.10	0.57	0.80	0.28	0.04	2.84	0.03
0.40	0.45	0.47	0.14	26.95	84.81	37.95	14.86	9.81	7.19	3.00	0.68	22.82	1.11	0.69	0.30	0.08	2.35	0.05
0.43	0.50	0.49	0.20	22.92	65.59	35.34	15.76	10.39	5.98	2.49	0.93	19.18	0.78	0.55	0.23	0.10	1.83	0.03
0.42	0.46	0.50	0.14	24.86	88.65	32.97	13.64	10.99	6.89	3.05	0.58	21.00	0.64	0.63	0.29	0.07	2.12	0.03
0.43	0.48	0.50	0.19	27.25	99.09	34.34	14.97	11.97	7.46	3.11	0.75	22.90	1.23	0.66	0.29	0.08	2.23	0.05
0.42	0.47	0.49	0.17	24.99	78.53	30.32	17.63	12.15	7.59	3.89	0.90	19.91	0.72	0.61	0.37	0.10	1.94	0.03
0.45	0.49	0.52	0.18	19.86	55.79	29.50	12.35	8.74	5.75	2.59	0.70	16.30	0.70	0.48	0.24	0.08	1.58	0.03
0.38	0.45	0.44	0.12	40.47	167.17	40.90	17.42	13.17	7.85	3.88	0.95	35.05	1.44	1.07	0.40	0.11	3.69	0.07
0.39	0.44	0.46	0.12	38.79	199.12	44.47	18.09	11.18	7.02	4.04	0.71	33.68	0.91	1.01	0.41	0.08	3.52	0.04
0.45	0.49	0.52	0.21	18.10	53.64	21.95	12.54	9.73	6.50	3.19	0.62	14.01	0.73	0.42	0.30	0.06	1.30	0.03
0.41	0.46	0.49	0.13	37.21	183.04	42.71	15.08	12.60	6.57	3.62	0.88	32.31	1.06	0.96	0.36	0.10	3.32	0.04
0.40	0.45	0.46	0.14	32.21	146.50	39.16	17.45	10.60	6.71	3.34	1.37	27.03	1.18	0.82	0.33	0.14	2.76	0.05
0.47	0.51	0.54	0.23	15.15	39.68	17.81	12.74	9.47	5.49	2.09	0.57	12.18	0.77	0.35	0.18	0.06	1.12	0.03
0.39	0.44	0.45	0.14	31.91	113.61	41.05	17.85	13.51	6.61	4.08	0.79	26.44	1.44	0.83	0.41	0.09	2.75	0.06
0.41	0.47	0.48	0.14	27.74	90.73	42.58	16.69	10.26	7.40	2.88	0.65	23.84	0.92	0.70	0.29	0.07	2.39	0.04
0.43	0.46	0.51	0.16	62.65	350.91	63.84	14.60	11.01	7.01	3.40	0.62	58.31	0.84	1.60	0.33	0.07	5.96	0.03
0.44	0.48	0.52	0.17	22.20	53.47	34.22	16.52	10.28	6.50	3.16	1.17	17.41	1.18	0.53	0.30	0.12	1.66	0.05
0.39	0.43	0.47	0.09	49.05	273.08	56.97	19.02	11.76	7.80	3.63	0.69	44.41	0.84	1.31	0.37	0.08	4.75	0.04
0.40	0.44	0.48	0.12	28.26	102.08	41.37	19.65	11.01	6.98	3.60	1.06	23.15	1.17	0.73	0.37	0.12	2.39	0.05
0.41	0.47	0.47	0.16	21.21	65.99	29.10	15.72	9.24	6.64	2.65	1.03	16.99	1.26	0.53	0.27	0.11	1.69	0.06
0.39	0.46	0.46	0.14	26.92	103.76	38.38	14.27	9.72	6.67	3.24	0.67	22.55	1.11	0.68	0.33	0.07	2.28	0.05
0.40	0.45	0.47	0.15	24.55	87.54	32.23	14.12	11.04	7.24	3.25	0.67	20.26	0.94	0.64	0.33	0.08	2.09	0.04
0.41	0.46	0.47	0.16	31.40	118.50	42.71	14.20	11.71	6.30	3.54	0.94	26.36	1.39	0.80	0.35	0.10	2.70	0.06
0.41	0.47	0.47	0.17	21.18	67.68	23.00	13.52	12.83	6.91	3.32	1.18	15.86	2.01	0.52	0.32	0.12	1.56	0.08
0.41	0.47	0.48	0.14	30.83	109.96	45.59	17.37	12.77	7.07	3.36	0.82	26.19	1.15	0.77	0.32	0.09	2.61	0.05
0.42	0.47	0.49	0.16	38.12	169.22	37.63	15.52	11.02	7.02	3.10	0.67	33.90	1.14	0.95	0.30	0.07	3.39	0.05
0.43	0.47	0.51	0.16	20.61	64.95	28.87	13.15	10.16	6.78	3.08	0.54	16.70	0.74	0.50	0.30	0.06	1.61	0.04
0.43	0.47	0.51	0.15	21.87	64.00	28.36	16.26	10.05	6.78	3.57	0.51	17.57	0.57	0.54	0.34	0.05	1.72	0.02
0.41	0.46	0.48	0.17	20.05	65.23	28.56	13.59	8.81	6.60	2.63	0.75	16.35	0.76	0.50	0.26	0.08	1.62	0.04
0.43	0.47	0.50	0.18	21.13	67.32	30.71	14.12	11.41	6.33	3.25	0.55	17.03	0.77	0.52	0.33	0.06	1.67	0.03
0.41	0.46	0.49	0.14	25.95	75.83	36.81	18.06	12.89	7.62	3.73	0.40	21.52	0.76	0.65	0.37	0.05	2.16	0.03
0.40	0.46	0.46	0.15	21.37	65.56	28.45	15.39	11.70	6.75	3.07	0.54	17.46	0.73	0.55	0.31	0.06	1.78	0.03
0.42	0.47	0.48	0.18	31.31	118.80	46.04	14.96	11.10	6.25	2.99	0.73	27.07	1.26	0.79	0.29	0.08	2.75	0.05
0.40	0.45	0.46	0.16	29.34	90.47	46.63	15.10	11.04	6.16	3.63	0.79	24.57	0.83	0.75	0.36	0.09	2.50	0.04
0.43	0.47	0.51	0.17	17.12	38.35	25.37	12.73	9.71	5.65	3.16	0.57	13.00	0.98	0.42	0.31	0.06	1.28	0.04
0.43	0.48	0.50	0.19	23.42	67.32	36.74	13.43	11.00	6.78	2.62	0.80	19.55	1.12	0.57	0.26	0.08	1.90	0.05
0.40	0.45	0.47	0.13	39.95	179.05	59.94	15.05	10.91	6.58	3.32	0.70	35.69	0.58	1.03	0.33	0.08	3.67	0.03
0.44	0.47	0.52	0.16	23.51	76.95	35.61	14.82	10.67	6.25	3.18	0.42	19.69	0.58	0.58	0.31	0.05	1.94	0.02
0.41	0.45	0.49	0.15	24.53	75.98	32.88	16.37	12.18	7.23	4.02	0.75	19.17	1.54	0.62	0.40	0.08	1.94	0.06
0.38	0.45	0.45	0.12	49.80	194.64	74.87	20.10	13.35	7.26	4.77	0.91	43.61	1.23	1.29	0.48	0.11	4.52	0.06
0.42	0.48	0.49	0.17	21.07	66.04	27.89	14.05	9.60	5.94	2.65	0.78	17.32	0.78	0.52	0.26	0.09	1.70	0.03
0.46	0.51	0.53	0.22	17.41	50.65	24.76	10.79	8.90	6.30	2.87	0.56	13.73	0.62	0.40	0.25	0.06	1.26	0.02
0.43	0.48	0.50	0.15	26.62	92.35	40.67	14.95	10.35	6.06	2.68	0.66	22.96	0.80	0.65	0.25	0.07	2.25	0.03
0.42	0.46	0.50	0.14	23.27	65.62	36.30	14.72	11.68	6.64	3.52	0.46	19.14	0.39	0.59	0.35	0.06	1.95	0.02
0.42	0.47	0.48	0.17	22.52	63.57	34.76	13.86	9.91	6.23	2.84	0.73	18.39	1.40	0.56	0.28	0.08	1.82	0.06
0.42	0.48	0.48	0.17	27.65	82.52	39.09	16.66	12.74	6.66	3.60	0.76	22.89	0.98	0.68	0.34	0.08	2.24	0.04
0.43	0.46	0.50	0.18	24.61	92.42	33.09	14.58	10.53	7.00	3.14	0.96	19.90	1.55	0.61	0.31	0.10	1.96	0.06
0.42	0.47	0.49	0.16	25.54	79.55	38.07	16.74	10.21	6.69	2.99	1.00	21.08	1.20	0.63	0.29	0.11	2.07	0.05
0.41	0.48	0.48	0.15	27.65	89.87	36.16	16.20	11.36	6.58	3.21	0.74	23.25	1.11	0.69	0.32	0.08	2.30	0.05
0.40	0.45	0.47	0.14	36.60	154.70	47.44	19.22	10.28	7.20	3.52	0.75	31.99	0.88	0.94	0.36	0.08	3.28	0.04
0.39	0.46	0.45	0.13	28.60	79.97	42.88	18.76	11.81	7.55	3.88	0.99	23.28	1.06	0.73	0.39	0.11	2.38	0.05
0.40	0.46	0.47	0.14	34.80	154.72	47.56	19.26	12.73	7.02	3.24	1.01	30.19	0.88	0.88	0.32	0.11	3.04	0.04
