OG	OA	OE	OM	TeG	TeP1	TeP2	TeP3	TeP4	TeP5	TeMFC	TeMFT	TeMFA	TeMFM	TaG	TaMFC	TaMFT	TaMFA	TaMFM
0.40	0.49	0.46	0.24	3.48	6.57	4.82	3.53	2.14	1.46	2.78	0.34	10.49	0.33	0.33	0.26	0.04	0.99	0.03
0.36	0.45	0.51	0.12	6.13	22.55	8.62	3.29	2.66	1.71	2.76	0.05	21.50	0.21	0.67	0.28	0.02	2.37	0.01
0.33	0.42	0.48	0.10	12.52	49.84	19.91	5.55	3.53	1.71	4.60	0.80	43.69	0.99	1.39	0.53	0.10	4.90	0.04
0.35	0.43	0.55	0.08	9.40	37.46	13.67	3.25	2.30	1.48	3.47	0.25	33.59	0.29	1.07	0.39	0.03	3.85	0.00
0.33	0.41	0.44	0.14	7.08	15.79	14.06	5.34	3.44	1.87	5.52	1.34	20.05	1.44	0.78	0.61	0.17	2.29	0.07
0.45	0.50	0.57	0.28	2.95	6.00	3.93	2.53	1.83	1.27	3.01	0.31	8.45	0.05	0.29	0.29	0.03	0.84	0.01
0.40	0.47	0.57	0.17	4.63	11.41	6.59	4.03	1.84	1.59	2.68	0.65	14.74	0.46	0.46	0.28	0.07	1.47	0.02
0.36	0.44	0.52	0.13	4.85	11.62	8.36	3.25	1.48	1.86	2.99	0.39	15.98	0.05	0.53	0.32	0.06	1.75	0.00
0.45	0.49	0.61	0.24	3.69	8.90	5.97	2.25	1.76	1.48	2.27	0.27	11.63	0.60	0.33	0.21	0.02	1.08	0.02
0.39	0.49	0.50	0.18	3.91	7.51	6.63	1.86	2.32	1.84	1.70	0.32	12.54	1.09	0.39	0.19	0.04	1.26	0.06
0.35	0.41	0.47	0.16	7.09	21.78	8.38	5.16	2.78	1.62	4.24	1.28	21.68	1.15	0.77	0.47	0.16	2.40	0.05
0.34	0.44	0.53	0.07	6.31	26.57	6.20	3.80	2.22	1.34	2.47	0.46	21.87	0.45	0.70	0.29	0.05	2.42	0.02
0.42	0.50	0.57	0.18	5.24	11.92	8.70	3.49	2.33	1.30	2.26	0.37	16.92	1.43	0.50	0.24	0.04	1.68	0.05
0.33	0.44	0.38	0.17	6.21	20.91	6.18	3.75	3.15	1.71	2.43	1.24	18.38	2.81	0.62	0.26	0.14	1.92	0.16
0.45	0.51	0.59	0.24	3.00	6.98	3.77	2.05	2.48	1.71	1.78	0.17	9.47	0.59	0.29	0.18	0.02	0.93	0.02
0.34	0.45	0.50	0.09	7.53	32.99	6.89	4.17	1.40	1.78	2.75	0.67	25.47	1.25	0.76	0.29	0.08	2.63	0.06
0.41	0.48	0.53	0.23	2.49	6.24	2.03	2.01	1.62	1.46	2.35	0.53	6.43	0.64	0.26	0.24	0.07	0.68	0.03
0.40	0.48	0.51	0.20	7.37	22.46	11.72	2.29	1.95	1.54	2.86	0.92	24.09	1.63	0.73	0.30	0.11	2.47	0.05
0.37	0.47	0.47	0.18	3.72	7.32	6.46	3.14	1.61	1.74	2.64	0.44	11.47	0.32	0.39	0.27	0.07	1.19	0.02
0.42	0.49	0.55	0.21	6.13	19.02	10.07	3.66	2.54	1.18	3.93	0.38	19.50	0.73	0.58	0.38	0.05	1.87	0.03
0.44	0.53	0.57	0.21	4.34	10.81	5.28	4.10	2.93	1.53	4.02	0.04	13.21	0.10	0.43	0.39	0.01	1.31	0.01
0.39	0.50	0.54	0.15	6.28	23.10	6.10	2.64	2.70	1.38	2.49	0.53	21.77	0.35	0.60	0.23	0.05	2.12	0.02
0.35	0.45	0.44	0.17	4.55	17.53	3.67	2.96	2.16	1.90	3.08	0.91	13.09	1.13	0.46	0.30	0.11	1.38	0.05
0.40	0.49	0.50	0.21	3.46	5.97	4.87	3.01	2.29	1.77	2.45	0.42	10.67	0.29	0.34	0.22	0.03	1.09	0.01
0.31	0.41	0.46	0.07	8.22	29.11	12.90	6.12	4.25	1.99	3.27	0.37	28.88	0.36	0.94	0.37	0.06	3.33	0.02
0.46	0.54	0.55	0.29	2.20	3.01	2.92	2.20	1.34	1.30	2.35	0.11	6.29	0.03	0.21	0.22	0.01	0.60	0.00
0.38	0.48	0.46	0.19	4.15	7.86	5.53	3.51	2.05	1.84	4.14	0.58	11.21	0.69	0.41	0.40	0.07	1.12	0.04
0.38	0.49	0.49	0.17	6.54	38.04	6.21	4.83	3.00	1.61	3.32	0.77	21.34	0.71	0.62	0.33	0.09	2.05	0.03
0.26	0.38	0.35	0.05	8.44	28.09	10.27	5.36	2.76	1.73	3.28	2.38	25.93	2.18	0.97	0.40	0.29	3.07	0.12
0.37	0.46	0.46	0.20	5.08	16.75	4.05	2.32	2.47	2.54	2.78	0.86	14.81	1.85	0.49	0.29	0.10	1.49	0.08
0.30	0.42	0.37	0.13	5.77	14.87	8.49	3.27	5.15	1.71	4.23	1.63	15.99	1.23	0.65	0.47	0.19	1.85	0.09
0.36	0.50	0.42	0.17	13.80	59.04	26.76	4.22	2.74	1.53	2.36	0.90	50.43	1.51	1.33	0.23	0.10	4.92	0.07
0.39	0.45	0.50	0.21	4.47	10.88	5.38	3.09	3.27	1.84	3.38	1.17	11.65	1.67	0.44	0.34	0.12	1.22	0.08
0.26	0.38	0.38	0.03	16.27	76.84	10.25	5.45	4.18	1.89	5.92	1.41	56.89	0.85	1.93	0.70	0.19	6.79	0.05
0.28	0.35	0.44	0.05	19.66	87.62	14.16	5.75	4.32	1.46	5.79	1.88	68.31	2.65	2.39	0.70	0.25	8.48	0.13
0.42	0.50	0.52	0.23	5.99	16.19	12.31	3.24	2.17	1.51	2.88	0.20	19.84	1.03	0.54	0.25	0.01	1.86	0.03
0.28	0.34	0.45	0.05	14.63	60.50	19.88	5.74	3.58	2.00	5.01	1.18	50.90	1.44	1.78	0.58	0.17	6.30	0.07
0.34	0.42	0.44	0.17	6.22	15.42	8.78	5.28	3.12	1.81	3.46	2.24	16.85	2.32	0.66	0.38	0.25	1.90	0.11
0.36	0.44	0.49	0.15	4.03	10.02	6.58	2.46	1.32	1.28	2.56	0.41	13.05	0.11	0.44	0.26	0.04	1.44	0.01
0.32	0.42	0.43	0.10	11.56	31.92	23.05	6.80	3.61	2.11	5.61	1.38	36.80	2.44	1.26	0.61	0.16	4.15	0.13
0.36	0.41	0.52	0.14	4.59	11.27	7.04	2.85	2.05	1.54	3.89	0.29	13.94	0.24	0.52	0.41	0.03	1.61	0.01
0.43	0.50	0.57	0.22	4.91	11.43	8.10	4.56	1.85	1.42	2.86	0.32	16.03	0.43	0.47	0.27	0.03	1.56	0.01
0.31	0.39	0.43	0.10	6.12	16.31	8.45	3.51	2.22	1.74	3.88	0.77	18.46	1.38	0.69	0.44	0.10	2.13	0.08
0.42	0.48	0.54	0.25	3.49	6.91	4.23	3.36	2.43	1.90	3.05	0.44	10.05	0.41	0.32	0.27	0.05	0.93	0.02
0.32	0.45	0.43	0.09	6.34	13.19	9.37	2.79	5.25	1.63	3.01	1.72	18.75	1.87	0.68	0.32	0.20	2.11	0.10
0.36	0.48	0.45	0.14	6.02	22.62	6.73	2.73	2.34	1.56	2.52	0.60	19.93	1.05	0.62	0.25	0.08	2.08	0.05
0.31	0.42	0.45	0.08	14.34	75.46	7.17	4.55	2.74	1.93	3.18	0.44	52.92	0.84	1.67	0.35	0.06	6.23	0.04
0.29	0.39	0.41	0.07	8.17	20.58	10.95	4.21	3.34	1.71	3.86	0.95	27.05	0.83	0.95	0.43	0.15	3.17	0.03
0.33	0.42	0.48	0.10	5.39	11.76	6.72	4.21	2.50	2.00	3.99	0.94	14.88	1.76	0.56	0.43	0.13	1.61	0.08
0.43	0.52	0.53	0.22	2.75	7.29	2.59	2.66	1.25	0.80	1.92	0.44	7.94	0.69	0.26	0.18	0.04	0.78	0.02
0.36	0.44	0.47	0.15	5.16	7.88	10.00	3.74	2.36	2.24	2.48	1.18	15.85	1.13	0.55	0.27	0.13	1.73	0.06
0.40	0.48	0.49	0.23	3.75	9.00	5.04	3.87	2.09	1.41	3.11	0.75	10.93	0.24	0.37	0.31	0.08	1.08	0.01
0.40	0.48	0.52	0.19	10.63	36.48	17.21	5.72	3.09	1.31	2.88	1.26	37.64	0.74	1.05	0.28	0.13	3.76	0.04
0.37	0.45	0.48	0.19	4.70	12.08	8.16	3.53	2.17	1.37	3.00	0.57	14.14	1.11	0.47	0.31	0.07	1.44	0.04
0.40	0.45	0.56	0.20	4.91	14.33	6.52	3.66	1.96	1.60	3.79	0.28	15.26	0.30	0.51	0.40	0.03	1.61	0.01
0.33	0.41	0.46	0.13	6.10	14.46	5.93	4.75	2.85	1.72	3.27	0.98	19.14	1.01	0.64	0.35	0.12	2.05	0.04
0.40	0.50	0.48	0.21	2.41	4.50	3.30	1.67	1.14	1.57	1.81	0.26	7.19	0.37	0.23	0.17	0.03	0.70	0.02
0.36	0.45	0.49	0.13	6.69	17.30	12.20	3.05	2.15	1.63	2.53	0.66	23.15	0.40	0.76	0.27	0.07	2.67	0.02
0.44	0.52	0.51	0.30	2.65	6.38	2.79	2.48	1.77	1.24	2.09	0.78	7.25	0.46	0.25	0.19	0.09	0.71	0.02
0.37	0.45	0.49	0.15	9.10	37.98	12.77	3.48	2.80	2.04	2.69	0.44	33.09	0.18	0.99	0.28	0.05	3.64	0.01
0.39	0.50	0.52	0.15	4.28	12.09	4.68	3.75	2.46	1.87	2.49	0.69	12.21	1.73	0.40	0.22	0.07	1.22	0.07
0.27	0.30	0.45	0.06	25.09	126.34	20.85	6.20	3.09	2.61	5.14	0.58	93.68	0.97	3.34	0.68	0.09	12.55	0.05
0.34	0.42	0.49	0.10	7.49	23.27	14.30	4.04	2.87	1.70	3.92	0.21	25.56	0.27	0.85	0.43	0.03	2.91	0.02
0.46	0.52	0.59	0.26	3.42	9.08	4.85	2.52	1.44	1.06	1.44	0.22	12.04	0.00	0.33	0.14	0.02	1.16	0.00
0.36	0.46	0.46	0.15	4.14	15.78	5.47	2.40	2.83	1.48	2.75	0.81	12.61	0.39	0.48	0.33	0.10	1.48	0.02
0.38	0.46	0.58	0.09	9.37	41.68	13.81	4.17	2.58	2.36	4.20	0.21	32.59	0.46	1.02	0.45	0.02	3.59	0.01
0.26	0.35	0.38	0.04	8.34	41.59	9.38	3.91	3.59	1.58	4.66	0.97	26.78	0.92	1.05	0.59	0.15	3.40	0.04
0.33	0.45	0.46	0.09	6.33	14.44	9.62	4.19	2.71	2.23	2.95	0.93	19.07	2.38	0.67	0.32	0.11	2.15	0.10
0.40	0.48	0.54	0.18	5.19	15.20	8.79	2.48	3.09	1.79	2.94	0.10	17.52	0.22	0.54	0.28	0.02	1.84	0.02
0.34	0.47	0.43	0.11	10.53	27.24	14.55	6.04	5.15	2.42	5.50	0.88	33.82	1.94	1.08	0.56	0.11	3.54	0.10
0.33	0.44	0.46	0.10	4.60	13.75	7.57	3.31	1.61	1.37	2.29	0.60	14.71	0.80	0.51	0.23	0.09	1.66	0.04
0.38	0.46	0.49	0.20	6.80	15.68	9.83	5.56	2.02	1.75	3.45	1.44	20.35	1.94	0.69	0.36	0.17	2.15	0.09
0.39	0.51	0.46	0.20	2.98	3.38	4.62	2.77	1.79	1.14	1.89	0.76	8.35	0.93	0.29	0.16	0.09	0.84	0.06
0.35	0.45	0.45	0.15	3.90	9.29	5.24	3.18	1.60	1.54	2.53	0.84	11.13	1.10	0.40	0.26	0.08	1.24	0.04
