OG	OA	OE	OM	TeG	TeP1	TeP2	TeP3	TeP4	TeP5	TeMFC	TeMFT	TeMFA	TeMFM	TaG	TaMFC	TaMFT	TaMFA	TaMFM
0.29	0.53	0.03	0.31	54.08	75.05	34.38	36.85	27.45	3.52	2.86	55.25	15.28	142.92	3.28	0.26	5.54	1.50	5.81
0.28	0.49	0.03	0.33	73.89	71.33	75.58	40.13	31.10	8.93	1.65	85.20	12.93	195.80	4.74	0.16	8.86	1.35	8.57
0.25	0.43	0.01	0.32	71.94	60.88	66.08	52.24	46.58	2.55	3.14	123.92	8.37	152.32	5.51	0.33	14.18	0.95	6.58
0.28	0.46	0.05	0.34	45.60	62.86	48.86	50.29	51.27	2.92	3.30	138.38	6.93	33.81	4.35	0.34	14.83	0.75	1.48
0.24	0.42	0.03	0.27	60.46	79.52	42.21	37.50	24.75	2.74	3.48	85.89	11.00	141.49	4.05	0.35	9.50	1.19	5.15
0.31	0.47	0.07	0.41	98.46	99.20	107.44	66.09	67.24	4.39	3.79	176.71	5.39	207.94	7.10	0.37	18.20	0.54	9.29
0.28	0.46	0.02	0.36	70.43	56.35	87.89	80.58	75.30	4.49	4.42	201.40	4.87	71.03	6.34	0.45	21.42	0.53	2.97
0.34	0.52	0.04	0.46	60.46	64.29	73.08	57.46	62.69	3.16	1.49	179.48	4.56	56.30	5.39	0.13	18.23	0.46	2.73
0.26	0.47	0.05	0.27	68.28	62.29	42.64	42.83	18.44	6.64	2.45	54.02	10.98	205.66	3.56	0.24	5.66	1.17	7.15
0.29	0.48	0.01	0.40	76.93	99.63	66.39	49.23	50.73	3.55	2.50	138.89	5.61	160.71	5.80	0.25	14.77	0.59	7.58
0.24	0.46	0.01	0.23	82.45	78.84	78.98	38.04	37.58	3.05	2.68	92.87	15.94	218.30	4.76	0.26	9.55	1.62	7.62
0.32	0.46	0.04	0.46	95.64	114.24	105.39	87.20	94.25	4.68	3.26	299.63	4.52	75.14	9.53	0.32	33.61	0.47	3.71
0.31	0.45	0.09	0.37	45.14	59.57	54.94	45.72	44.08	2.76	2.24	126.50	8.88	42.94	4.07	0.24	13.68	0.94	1.41
0.27	0.48	0.01	0.33	73.50	58.95	76.59	54.98	43.49	3.98	1.95	115.59	9.09	167.40	5.27	0.18	12.33	0.97	7.62
0.28	0.40	0.03	0.41	85.29	101.86	91.18	73.42	67.25	2.77	3.45	213.78	4.98	118.94	7.81	0.35	25.01	0.61	5.27
0.30	0.45	0.03	0.42	98.00	89.10	99.30	89.03	90.58	3.97	4.90	236.81	4.77	145.50	8.03	0.46	24.69	0.48	6.50
0.29	0.46	0.02	0.37	50.67	80.06	53.16	48.24	45.77	2.08	3.02	145.31	6.13	48.22	4.75	0.27	16.12	0.65	1.97
0.28	0.45	0.01	0.39	57.87	58.56	63.02	54.29	57.08	6.36	3.18	159.07	6.78	62.47	5.32	0.31	17.52	0.73	2.73
0.33	0.52	0.01	0.45	63.43	69.68	69.80	59.97	59.37	2.73	2.00	190.04	5.93	55.74	5.76	0.17	20.00	0.60	2.25
0.23	0.39	0.03	0.26	79.78	93.46	83.09	58.22	60.75	3.87	3.54	168.80	14.86	131.93	6.79	0.41	19.95	1.75	5.04
0.30	0.54	0.07	0.28	62.30	81.36	50.84	46.86	22.56	4.87	2.09	45.74	17.27	184.11	3.24	0.19	4.28	1.58	6.92
0.37	0.56	0.06	0.49	48.73	47.73	47.67	44.26	29.80	2.12	4.51	99.31	6.61	84.47	3.23	0.40	8.76	0.59	3.19
0.23	0.46	0.03	0.18	76.55	55.11	58.13	72.94	29.81	5.97	2.91	93.77	19.71	189.80	5.35	0.31	10.44	2.17	8.50
0.28	0.43	0.04	0.37	61.46	83.50	57.19	58.30	58.31	5.54	3.52	146.86	6.69	88.77	5.47	0.40	16.80	0.72	3.96
0.23	0.40	0.02	0.26	93.03	102.49	105.79	71.08	64.59	2.44	3.14	204.29	11.38	153.30	8.63	0.35	24.91	1.38	7.88
0.27	0.45	0.02	0.33	67.63	79.22	70.09	62.49	65.37	3.86	2.95	198.45	8.07	61.03	6.38	0.30	21.84	0.89	2.51
0.26	0.42	0.04	0.31	70.59	113.83	53.35	53.51	53.28	3.95	3.29	136.50	11.43	131.14	5.49	0.36	14.74	1.20	5.68
0.33	0.48	0.13	0.39	47.55	56.06	27.96	23.34	31.09	4.56	3.86	43.57	8.01	134.76	2.59	0.37	4.34	0.79	4.86
0.31	0.47	0.02	0.42	73.82	55.90	79.46	60.93	56.46	2.99	2.50	187.20	6.23	99.33	6.20	0.25	20.03	0.64	3.89
0.22	0.41	0.02	0.25	95.23	84.83	106.04	67.99	64.92	3.01	3.95	146.30	23.20	207.48	7.27	0.40	16.16	2.58	9.95
0.21	0.43	0.03	0.16	61.75	65.33	32.63	48.33	31.56	7.94	3.97	40.69	27.68	174.66	3.96	0.41	4.40	3.01	8.03
0.29	0.43	0.04	0.41	77.42	105.63	84.28	89.61	69.68	3.67	3.38	247.78	4.64	53.86	7.90	0.36	28.13	0.54	2.58
0.36	0.56	0.04	0.47	72.12	100.73	68.62	72.03	63.04	5.98	1.27	180.59	3.96	102.64	5.17	0.11	15.94	0.33	4.29
0.31	0.55	0.03	0.37	55.16	71.59	42.48	34.53	35.59	5.86	1.61	64.28	9.10	145.67	3.10	0.13	5.86	0.82	5.59
0.28	0.48	0.03	0.34	71.64	96.08	65.72	57.67	63.50	4.71	2.74	152.08	8.29	123.46	5.39	0.27	15.24	0.81	5.22
0.28	0.41	0.02	0.42	74.78	92.26	73.71	97.61	63.24	7.43	4.40	215.54	4.57	74.60	7.36	0.46	24.48	0.51	4.00
0.31	0.46	0.02	0.44	83.09	132.80	74.36	59.55	55.23	2.75	3.39	162.91	5.65	160.43	6.07	0.32	16.80	0.59	6.56
0.27	0.44	0.01	0.36	60.50	74.19	68.18	52.26	46.44	3.15	4.17	149.55	11.10	77.19	5.57	0.49	17.45	1.25	3.11
0.29	0.52	0.04	0.29	45.63	45.61	55.98	36.71	31.75	2.97	1.91	99.68	15.61	65.33	3.27	0.16	9.34	1.47	2.11
0.31	0.46	0.03	0.43	56.29	61.62	57.48	57.60	62.49	1.80	3.50	183.59	5.74	32.32	5.30	0.30	19.05	0.55	1.29
0.28	0.44	0.02	0.38	81.51	102.89	92.11	72.52	93.49	7.63	2.51	232.15	10.13	81.27	7.74	0.28	25.33	1.05	4.28
0.28	0.52	0.01	0.32	83.40	113.36	77.52	59.30	53.62	4.38	1.53	158.23	9.54	164.28	5.84	0.15	15.31	0.90	7.00
0.34	0.54	0.06	0.41	48.90	59.18	55.51	57.38	37.29	3.10	2.82	137.27	11.94	43.57	3.84	0.23	12.59	1.07	1.46
0.24	0.42	0.02	0.28	65.73	68.72	69.78	44.89	50.84	3.48	4.17	114.81	8.13	135.80	4.97	0.41	12.55	0.87	6.06
0.32	0.52	0.03	0.40	54.03	47.41	44.68	41.57	22.04	2.20	3.81	81.32	6.62	124.35	3.14	0.35	7.61	0.63	3.96
0.28	0.47	0.02	0.36	79.46	72.90	90.46	57.87	41.50	8.53	2.89	119.45	6.51	189.01	5.60	0.29	12.61	0.71	8.80
0.23	0.39	0.04	0.27	52.15	65.78	62.05	52.58	45.32	4.30	4.99	148.15	11.29	44.18	5.26	0.54	17.26	1.30	1.92
0.32	0.43	0.08	0.44	68.73	57.10	75.43	77.20	45.56	4.13	3.82	192.85	4.15	74.08	6.41	0.40	21.36	0.42	3.48
0.29	0.50	0.01	0.35	47.05	66.15	49.85	36.15	40.87	2.59	3.35	108.23	5.70	70.93	3.52	0.29	10.58	0.56	2.64
0.29	0.52	0.01	0.34	59.47	58.18	48.50	26.24	17.49	4.00	2.42	48.42	9.78	177.26	3.11	0.23	4.72	0.97	6.54
0.30	0.45	0.03	0.42	81.31	89.47	80.19	71.68	86.61	5.27	3.04	241.50	5.71	74.98	7.70	0.32	26.74	0.63	3.12
0.29	0.48	0.01	0.37	84.84	82.46	100.28	65.79	58.65	4.32	5.51	137.36	7.59	188.90	5.75	0.55	13.83	0.72	7.89
0.28	0.52	0.00	0.32	85.17	50.92	99.28	46.47	27.04	3.89	2.21	104.36	17.25	216.86	5.20	0.20	10.43	1.69	8.46
0.24	0.39	0.03	0.30	42.01	44.00	43.57	40.90	26.91	4.05	7.87	81.39	8.50	70.28	3.58	0.87	9.33	0.98	3.14
0.29	0.46	0.04	0.39	80.59	98.79	89.72	71.29	56.35	5.77	2.46	208.30	6.38	105.23	6.78	0.22	21.75	0.68	4.47
0.24	0.45	0.05	0.21	54.60	35.24	55.14	25.17	20.76	2.02	2.27	44.37	15.38	156.39	3.20	0.22	4.66	1.60	6.32
0.33	0.49	0.03	0.48	84.94	124.87	74.75	75.18	59.35	5.68	3.41	231.37	4.11	100.88	6.72	0.30	22.33	0.39	3.85
0.26	0.46	0.03	0.29	65.41	81.73	66.46	61.19	66.66	3.41	3.50	171.22	25.48	61.45	5.96	0.34	18.46	2.74	2.31
0.25	0.51	0.01	0.25	71.80	38.77	64.51	43.60	27.11	3.96	4.77	74.02	11.89	196.50	3.89	0.44	7.49	1.20	6.43
0.31	0.53	0.06	0.35	44.52	47.95	46.81	38.14	30.97	2.35	1.91	87.11	9.84	79.20	3.24	0.17	8.48	0.94	3.35
0.30	0.45	0.04	0.41	65.60	66.24	74.17	51.13	63.35	3.86	3.49	143.30	6.56	109.06	5.09	0.33	14.98	0.68	4.37
0.22	0.36	0.02	0.29	96.84	95.43	91.60	79.33	66.78	4.65	4.00	209.54	7.42	166.41	9.00	0.45	26.25	0.95	8.34
0.26	0.40	0.04	0.32	74.09	95.35	69.35	73.72	77.26	3.62	4.92	214.22	10.80	66.42	7.26	0.51	24.46	1.23	2.85
0.28	0.48	0.02	0.35	75.60	73.55	83.13	77.34	65.74	7.16	2.84	161.03	8.58	129.96	5.94	0.27	16.81	0.89	5.79
0.28	0.46	0.03	0.36	118.67	109.50	125.89	96.27	78.57	4.93	4.54	202.44	8.88	258.83	8.59	0.46	21.11	0.91	11.87
0.23	0.43	0.02	0.24	64.89	54.54	87.29	60.97	50.75	4.01	3.98	138.35	20.24	96.97	5.46	0.43	14.98	2.16	4.26
0.31	0.47	0.01	0.44	64.76	61.50	61.84	62.60	68.67	3.43	3.76	176.74	5.49	73.05	5.50	0.36	18.32	0.53	2.80
0.26	0.48	0.03	0.26	53.80	66.49	54.38	39.53	46.29	3.03	3.00	107.23	15.03	89.93	4.22	0.32	11.42	1.59	3.55
0.32	0.51	0.05	0.41	68.44	79.49	73.37	66.69	64.07	3.22	3.44	193.60	3.96	72.75	5.77	0.31	19.54	0.38	2.83
0.30	0.50	0.02	0.37	54.47	60.00	54.78	54.91	45.93	3.15	4.20	150.09	11.10	52.48	4.55	0.40	14.97	1.07	1.76
0.25	0.42	0.01	0.32	91.23	102.62	86.92	68.94	25.35	5.97	2.78	100.83	10.64	250.67	6.71	0.30	11.58	1.22	13.74
0.28	0.50	0.03	0.31	66.00	77.65	57.86	53.26	43.90	4.84	2.85	95.53	11.36	154.28	4.11	0.25	9.09	1.07	6.02
0.22	0.41	0.03	0.22	106.50	83.54	81.73	90.22	32.96	6.34	3.45	84.39	13.39	324.75	6.98	0.38	9.92	1.55	16.06
0.27	0.48	0.01	0.32	46.83	64.50	38.83	43.43	46.84	2.49	2.44	110.39	8.42	66.08	3.75	0.23	11.51	0.86	2.40
0.23	0.39	0.03	0.28	52.80	83.05	49.34	45.00	47.62	3.12	3.24	126.58	10.80	70.58	4.97	0.35	15.08	1.26	3.20
0.29	0.48	0.09	0.31	76.86	85.86	65.51	62.31	60.46	4.88	2.65	140.18	8.75	155.86	5.32	0.25	14.16	0.87	5.99
0.31	0.46	0.07	0.41	61.89	73.62	72.94	66.82	72.95	1.61	2.24	204.56	5.97	34.79	6.19	0.24	22.55	0.64	1.31
0.27	0.46	0.03	0.34	70.81	98.53	77.83	62.51	54.23	4.94	3.09	174.62	10.23	95.30	5.95	0.29	18.24	1.07	4.20
0.22	0.39	0.03	0.23	81.41	85.79	90.05	62.37	65.43	4.14	4.60	169.00	15.59	136.43	6.87	0.53	20.01	1.82	5.14
0.29	0.48	0.02	0.38	82.73	114.71	91.51	78.49	81.88	5.69	2.60	219.48	7.24	101.59	7.51	0.28	23.64	0.81	5.33
0.31	0.50	0.01	0.40	56.43	56.17	58.36	44.97	45.88	7.95	2.25	130.30	12.60	80.55	4.44	0.22	12.96	1.24	3.34
0.30	0.49	0.07	0.33	72.09	86.33	82.43	54.46	50.08	2.55	1.63	119.36	8.57	158.79	5.13	0.19	12.11	0.83	7.40
0.30	0.48	0.01	0.42	65.99	67.00	80.80	65.34	59.97	3.01	4.02	172.51	8.84	78.59	5.52	0.36	17.32	0.86	3.55
0.27	0.39	0.02	0.39	74.46	72.29	82.27	86.59	82.01	3.44	3.86	251.02	5.86	37.10	7.77	0.41	28.31	0.66	1.72
0.29	0.50	0.02	0.34	50.66	76.84	49.40	47.87	44.95	3.58	3.03	127.85	8.84	62.92	4.06	0.27	12.73	0.89	2.35
