OG	OA	OE	OM	TeG	TeP1	TeP2	TeP3	TeP4	TeP5	TeMFC	TeMFT	TeMFA	TeMFM	TaG	TaMFC	TaMFT	TaMFA	TaMFM
0.38	0.48	0.51	0.17	6.62	22.74	8.79	3.76	2.63	1.73	3.26	0.73	21.64	0.85	0.63	0.31	0.08	2.10	0.04
0.38	0.47	0.50	0.17	7.01	21.22	11.35	3.97	2.58	1.68	3.36	0.68	23.08	0.91	0.68	0.33	0.07	2.26	0.04
0.37	0.47	0.49	0.15	7.77	31.72	8.36	3.79	2.93	1.84	3.33	0.75	26.10	0.93	0.75	0.32	0.08	2.56	0.04
0.38	0.47	0.49	0.17	6.50	20.92	8.36	3.81	2.51	1.58	3.37	0.66	20.73	1.23	0.62	0.32	0.07	2.02	0.05
0.36	0.46	0.48	0.14	7.49	28.67	9.69	3.78	2.97	1.63	3.38	0.74	24.91	0.93	0.74	0.33	0.08	2.51	0.04
0.37	0.47	0.49	0.16	7.26	25.57	9.86	4.01	2.85	1.69	3.33	0.92	23.78	1.02	0.70	0.32	0.10	2.35	0.04
0.38	0.47	0.48	0.17	6.52	22.85	8.46	3.61	2.83	1.62	3.34	0.81	20.92	1.02	0.62	0.32	0.09	2.04	0.04
0.38	0.48	0.50	0.17	7.61	26.90	10.93	4.02	2.94	1.65	3.33	0.70	25.54	0.88	0.73	0.32	0.07	2.50	0.04
0.36	0.46	0.47	0.15	7.10	24.77	9.54	4.07	2.83	1.72	3.26	0.82	23.19	1.13	0.70	0.32	0.09	2.33	0.05
0.35	0.45	0.48	0.12	8.68	36.54	9.72	4.54	2.92	1.75	3.50	0.74	29.53	0.96	0.87	0.35	0.08	3.02	0.04
0.37	0.47	0.49	0.16	5.78	18.33	7.85	3.73	2.59	1.68	3.19	0.74	18.41	0.78	0.56	0.30	0.08	1.81	0.03
0.35	0.46	0.46	0.13	8.28	33.86	11.08	4.16	2.96	1.84	3.46	0.91	27.56	1.20	0.82	0.34	0.10	2.80	0.05
0.36	0.46	0.47	0.14	7.94	32.59	9.19	4.01	2.94	1.81	3.56	0.94	26.29	0.98	0.79	0.35	0.10	2.64	0.04
0.36	0.46	0.47	0.14	7.76	28.06	9.69	4.13	2.91	1.73	3.55	0.84	25.70	0.95	0.77	0.35	0.09	2.61	0.04
0.39	0.48	0.49	0.19	5.60	18.23	6.49	3.53	2.63	1.57	2.95	0.74	17.86	0.85	0.52	0.28	0.08	1.71	0.03
0.38	0.47	0.49	0.17	7.20	26.61	9.12	4.18	2.65	1.77	3.45	0.90	23.22	1.22	0.69	0.33	0.09	2.27	0.05
0.38	0.48	0.51	0.16	6.27	20.26	8.25	3.54	2.69	1.73	3.13	0.64	20.31	1.00	0.60	0.30	0.07	1.98	0.04
0.35	0.45	0.47	0.13	8.26	31.31	11.28	4.10	2.91	1.81	3.20	0.78	28.07	0.98	0.82	0.31	0.09	2.85	0.04
0.37	0.47	0.48	0.17	6.20	19.32	8.90	3.91	2.75	1.71	3.31	0.79	19.57	1.14	0.59	0.31	0.08	1.91	0.05
0.37	0.46	0.48	0.16	8.08	28.23	11.16	4.28	2.84	1.76	3.47	0.85	26.95	1.07	0.79	0.33	0.09	2.69	0.05
0.37	0.46	0.49	0.15	8.45	33.72	10.32	4.27	2.72	1.75	3.34	0.81	28.40	1.23	0.83	0.33	0.09	2.84	0.05
0.37	0.47	0.48	0.15	6.91	22.74	8.74	4.31	3.18	1.73	3.32	0.97	22.11	1.23	0.67	0.32	0.10	2.19	0.05
0.37	0.46	0.48	0.17	5.85	16.94	7.98	3.79	2.85	1.68	3.38	0.85	17.90	1.27	0.56	0.33	0.09	1.77	0.05
0.36	0.46	0.48	0.15	7.53	27.77	10.00	4.20	2.87	1.73	3.49	0.68	25.10	0.86	0.74	0.34	0.08	2.51	0.04
0.36	0.46	0.48	0.15	7.96	31.42	9.64	3.96	2.74	1.78	3.41	0.63	26.88	0.92	0.79	0.34	0.07	2.70	0.04
0.39	0.48	0.50	0.18	6.51	23.40	8.33	3.68	2.81	1.62	3.23	0.77	21.06	0.98	0.61	0.30	0.08	2.02	0.04
0.37	0.46	0.48	0.16	8.76	40.87	9.80	3.94	2.77	1.78	3.38	0.70	30.00	0.95	0.86	0.33	0.08	3.01	0.04
0.37	0.47	0.47	0.16	7.00	24.60	8.85	4.05	2.74	1.73	3.36	0.89	22.66	1.09	0.68	0.32	0.10	2.25	0.05
0.38	0.48	0.50	0.17	6.28	19.91	7.87	3.59	2.63	1.70	3.19	0.65	20.26	1.04	0.60	0.30	0.07	1.98	0.04
0.35	0.46	0.46	0.13	7.83	29.92	9.91	3.74	2.92	1.90	3.34	0.79	26.20	0.98	0.78	0.33	0.09	2.65	0.04
0.35	0.45	0.47	0.14	7.76	28.00	10.39	3.96	2.97	1.75	3.50	0.94	25.35	1.24	0.77	0.35	0.10	2.59	0.05
0.36	0.46	0.48	0.15	6.64	20.77	9.15	3.86	2.90	1.79	3.46	0.64	21.69	0.76	0.65	0.34	0.07	2.18	0.03
0.37	0.46	0.49	0.15	7.95	29.84	9.57	3.81	2.76	1.81	3.44	0.79	26.62	0.96	0.78	0.34	0.09	2.66	0.04
0.36	0.46	0.47	0.15	7.65	28.11	10.45	4.29	3.05	1.78	3.12	0.74	25.73	1.03	0.76	0.31	0.08	2.59	0.04
0.35	0.45	0.47	0.14	9.79	46.11	9.70	3.91	2.97	1.77	3.69	0.96	32.96	1.54	0.97	0.36	0.10	3.35	0.07
0.38	0.47	0.50	0.17	7.62	30.42	9.52	3.62	2.75	1.63	3.31	0.66	25.65	0.84	0.74	0.32	0.07	2.54	0.04
0.35	0.45	0.47	0.13	9.53	37.97	12.33	4.20	3.18	1.74	3.75	0.78	32.44	1.15	0.95	0.38	0.09	3.30	0.05
0.38	0.48	0.50	0.17	6.29	22.06	7.48	3.85	2.54	1.74	3.00	0.81	20.21	1.13	0.59	0.28	0.09	1.96	0.05
0.35	0.45	0.47	0.13	9.15	37.96	12.02	3.98	2.96	1.72	3.71	0.83	31.04	1.01	0.92	0.37	0.09	3.17	0.04
0.38	0.47	0.50	0.17	6.37	25.46	7.28	3.70	2.40	1.50	3.05	0.53	21.25	0.64	0.62	0.29	0.06	2.08	0.03
0.36	0.46	0.47	0.14	7.87	28.41	9.66	3.90	2.98	1.66	3.41	0.85	26.02	1.21	0.78	0.33	0.09	2.64	0.05
0.38	0.48	0.50	0.17	6.51	21.96	8.55	3.63	2.72	1.73	3.34	0.76	21.04	0.90	0.62	0.32	0.08	2.03	0.04
0.37	0.46	0.48	0.15	6.91	22.56	9.73	4.19	2.60	1.75	3.10	0.76	22.68	1.12	0.67	0.30	0.08	2.26	0.05
0.37	0.47	0.49	0.16	6.80	24.25	8.85	3.85	2.76	1.71	3.22	0.76	22.33	0.89	0.66	0.31	0.08	2.22	0.04
0.37	0.47	0.49	0.16	6.28	20.18	8.65	3.77	2.67	1.71	3.40	0.60	20.29	0.83	0.61	0.33	0.06	2.00	0.04
0.38	0.47	0.50	0.17	6.22	21.94	8.29	3.73	2.61	1.55	3.09	0.70	20.36	0.73	0.60	0.29	0.08	2.00	0.03
0.37	0.46	0.48	0.16	10.30	47.78	10.60	4.21	2.87	1.71	3.50	0.71	35.96	1.03	1.01	0.34	0.08	3.59	0.04
0.36	0.46	0.47	0.14	7.80	25.48	10.82	4.59	3.11	1.78	3.44	1.02	25.45	1.29	0.77	0.34	0.11	2.57	0.05
0.36	0.45	0.49	0.13	8.04	28.75	11.53	4.23	3.30	1.76	3.63	0.82	26.76	0.97	0.79	0.35	0.09	2.69	0.04
0.36	0.46	0.48	0.16	8.14	28.62	11.41	3.98	3.01	1.77	3.40	0.98	27.02	1.17	0.80	0.33	0.11	2.71	0.05
0.36	0.46	0.47	0.14	8.61	33.96	9.95	4.47	2.85	1.80	3.31	0.81	29.21	1.10	0.85	0.33	0.09	2.94	0.05
0.38	0.48	0.49	0.18	6.46	18.77	9.58	3.90	2.51	1.65	3.27	0.90	20.49	1.16	0.61	0.31	0.09	2.00	0.05
0.36	0.46	0.48	0.14	10.61	47.61	13.14	4.34	2.95	1.76	3.70	0.68	37.07	0.99	1.06	0.36	0.08	3.75	0.04
0.38	0.47	0.49	0.17	6.92	25.59	9.17	3.90	2.59	1.66	3.29	0.72	22.73	0.93	0.67	0.32	0.08	2.24	0.04
0.37	0.47	0.49	0.16	7.24	23.99	9.98	4.46	2.74	1.59	3.06	0.71	24.08	1.12	0.69	0.29	0.08	2.36	0.05
0.37	0.47	0.49	0.15	7.59	28.77	9.65	3.96	2.85	1.73	3.30	0.67	25.42	0.99	0.75	0.32	0.07	2.55	0.04
0.37	0.47	0.49	0.16	6.94	23.00	9.94	3.99	2.87	1.65	3.58	0.79	22.57	0.81	0.68	0.34	0.09	2.24	0.04
0.35	0.45	0.48	0.13	7.56	26.03	10.10	4.05	2.84	1.76	3.59	0.67	24.98	0.99	0.75	0.36	0.07	2.54	0.04
0.37	0.47	0.49	0.15	8.32	30.15	11.35	4.22	2.91	1.74	3.50	0.69	28.12	0.98	0.82	0.34	0.08	2.82	0.04
0.38	0.47	0.50	0.16	6.23	19.83	9.02	3.78	2.95	1.72	3.22	0.69	20.26	0.77	0.60	0.31	0.07	1.99	0.03
0.35	0.45	0.47	0.13	9.30	37.85	12.18	4.45	3.00	1.73	3.32	0.95	31.95	0.99	0.94	0.33	0.11	3.26	0.04
0.35	0.45	0.46	0.12	8.77	33.12	12.34	4.22	2.74	1.80	3.21	0.76	30.01	1.09	0.89	0.33	0.09	3.09	0.05
0.37	0.48	0.48	0.17	6.33	21.49	8.31	3.65	2.81	1.68	3.12	0.72	20.47	1.00	0.60	0.30	0.08	2.00	0.04
0.36	0.46	0.48	0.15	9.88	43.16	11.88	4.56	2.95	1.68	3.52	0.80	34.20	1.01	0.97	0.35	0.09	3.42	0.04
0.36	0.46	0.48	0.15	5.94	19.14	7.43	3.87	2.78	1.75	3.30	0.76	18.59	1.10	0.58	0.32	0.08	1.86	0.04
0.38	0.48	0.50	0.17	6.73	22.20	9.64	3.75	2.74	1.63	3.09	0.84	21.87	1.11	0.64	0.29	0.09	2.12	0.05
0.36	0.46	0.48	0.15	6.28	18.40	8.68	3.78	2.63	1.65	3.31	0.70	20.13	1.00	0.61	0.32	0.08	2.00	0.04
0.37	0.46	0.49	0.15	6.59	21.97	8.24	3.75	2.74	1.73	3.07	0.75	21.50	1.04	0.64	0.30	0.08	2.14	0.04
0.37	0.46	0.49	0.16	7.37	27.98	9.92	3.80	2.74	1.65	3.43	0.62	24.60	0.81	0.72	0.33	0.07	2.45	0.04
0.39	0.48	0.50	0.18	5.39	16.42	7.46	3.39	2.41	1.58	3.02	0.60	17.21	0.72	0.51	0.28	0.06	1.66	0.03
0.37	0.47	0.48	0.16	6.06	20.59	7.82	3.58	2.53	1.61	3.00	0.71	19.42	1.12	0.59	0.29	0.08	1.92	0.05
0.36	0.46	0.49	0.14	7.89	29.28	10.49	3.90	2.92	1.74	3.20	0.71	26.78	0.89	0.78	0.31	0.08	2.70	0.04
0.38	0.47	0.49	0.18	5.92	18.31	8.31	3.67	2.59	1.66	3.32	0.74	18.65	0.96	0.56	0.32	0.08	1.82	0.04
0.36	0.46	0.48	0.16	7.47	28.97	9.04	4.09	2.92	1.76	3.65	0.81	24.39	1.05	0.73	0.35	0.09	2.42	0.04
0.37	0.47	0.49	0.16	7.41	28.74	9.65	3.98	2.70	1.71	3.24	0.68	24.87	0.85	0.71	0.31	0.07	2.43	0.04
0.34	0.45	0.46	0.12	8.44	31.11	11.00	4.57	2.98	1.80	3.92	0.82	28.01	1.03	0.85	0.40	0.09	2.87	0.05
0.38	0.47	0.50	0.17	8.85	34.97	12.11	3.87	2.69	1.70	3.68	0.80	30.12	0.82	0.86	0.36	0.09	2.97	0.03
0.36	0.46	0.49	0.14	7.37	27.66	9.31	4.16	2.91	1.69	3.45	0.69	24.46	0.88	0.73	0.34	0.08	2.45	0.04
0.37	0.47	0.48	0.16	10.11	43.83	13.63	4.26	3.03	1.77	3.49	0.95	34.75	1.24	0.99	0.34	0.10	3.47	0.05
0.37	0.47	0.48	0.16	6.65	20.58	8.98	4.15	2.79	1.70	3.47	0.98	20.99	1.15	0.64	0.34	0.11	2.08	0.05
0.37	0.47	0.49	0.16	6.64	20.13	9.95	3.95	2.60	1.60	3.19	0.68	21.82	0.86	0.64	0.31	0.07	2.16	0.04
0.38	0.47	0.50	0.16	7.70	30.25	8.76	4.23	2.84	1.63	3.29	0.69	25.94	0.87	0.74	0.31	0.07	2.55	0.04
